METHOD;SALT;ROUNDS;PASSWORD;HASH;CMD
sha-256;aq4mPZFOuW;5000;4Ft;$5$rounds=5000$aq4mPZFOuW$zNMaSZ9MQQ.Qbb06eKBw.3PR0nMy5HOMzMX543K1GvD;mkpasswd 4Ft -m sha-256 -S aq4mPZFOuW -R 5000
sha-256;Fp.eBcCGHM;6666;RVE;$5$rounds=6666$Fp.eBcCGHM$dnJET8O9TPJd0x1mPEWXZrQmM.UBvA.1Q1qSTjDMQJ0;mkpasswd RVE -m sha-256 -S Fp.eBcCGHM -R 6666
sha-256;lSBWDil07T;99999;8b1;$5$rounds=99999$lSBWDil07T$LL98YUZwUX1Ml51eyOeLpftAqybfqt9KY.t/LrDwb76;mkpasswd 8b1 -m sha-256 -S lSBWDil07T -R 99999
sha-256;pbyi7j9z0ak;;sEI;$5$pbyi7j9z0ak$HGsajcs1Rt2lbmPZrzXyAzE8oifjkbkR/I89cQrmy29;mkpasswd sEI -m sha-256 -S pbyi7j9z0ak
sha-256;ivSgWKaniZ3;1000;p2v;$5$rounds=1000$ivSgWKaniZ3$XxI00G8fqdYCvFn6jQodcAUhmFEgNRznRILblVG5qe4;mkpasswd p2v -m sha-256 -S ivSgWKaniZ3 -R 1000
sha-256;pyupr/ALBRb;5000;F5R;$5$rounds=5000$pyupr/ALBRb$dMM.qLkRpgM0AHnJ33wuFnOokk23AaPHi2z10cGjF46;mkpasswd F5R -m sha-256 -S pyupr/ALBRb -R 5000
sha-256;J2MdMo476Rw;6666;Z/f;$5$rounds=6666$J2MdMo476Rw$4BlxnMG7l4hEjCR7ADRG1GWJ17TaL1p8iCdkEa.pjE6;mkpasswd Z/f -m sha-256 -S J2MdMo476Rw -R 6666
sha-256;J0TIWzaiT54;99999;KVw;$5$rounds=99999$J0TIWzaiT54$XBcXN7We0GfCuEHVgGZp75u8C//lExY1N/IhyRBZxF3;mkpasswd KVw -m sha-256 -S J0TIWzaiT54 -R 99999
sha-256;al4Sa0jKQbh6;;bxk;$5$al4Sa0jKQbh6$dEBi3EBhwy1KtU4ul1z70HYgWCJ25qfuUnQMBFOUrH0;mkpasswd bxk -m sha-256 -S al4Sa0jKQbh6
sha-256;7ZhX9A9Xpyph;1000;DI4;$5$rounds=1000$7ZhX9A9Xpyph$WOkVLvDXPOzraFnvHQvebHtHAt8F3lYIRtT2LiN..o9;mkpasswd DI4 -m sha-256 -S 7ZhX9A9Xpyph -R 1000
sha-256;VCyY/7zv8KeR;5000;hvj;$5$rounds=5000$VCyY/7zv8KeR$7ZRxqq4r4WbfAkl6ilRtvHJOSOHMoglmS7oFeRC4Ln.;mkpasswd hvj -m sha-256 -S VCyY/7zv8KeR -R 5000
sha-256;3FkwrC3d7MuE;6666;URZ;$5$rounds=6666$3FkwrC3d7MuE$f9ud5GJ6p2Ygu4BmKlExorwm6093/14wsSpYnTTU6TB;mkpasswd URZ -m sha-256 -S 3FkwrC3d7MuE -R 6666
sha-256;6HM7kpQJVsBS;99999;ocH;$5$rounds=99999$6HM7kpQJVsBS$aQB1auAQWf13A/dK3DtrcEVJ5EUvY52.HebZIZPiw29;mkpasswd ocH -m sha-256 -S 6HM7kpQJVsBS -R 99999
sha-256;5KJy6gVPP0RvZ;;jcl;$5$5KJy6gVPP0RvZ$Debokg3ho2dT9ckwa4TfYbAHIhdJeUcKt0ow4nEQb53;mkpasswd jcl -m sha-256 -S 5KJy6gVPP0RvZ
sha-256;8E.pyyKkY/3s7;1000;HAJ;$5$rounds=1000$8E.pyyKkY/3s7$cGzu.zD0.AMvOVJxW9w6I/SqthbuIXVLIJYgnlg1X81;mkpasswd HAJ -m sha-256 -S 8E.pyyKkY/3s7 -R 1000
sha-256;aMTxLxWm3Cnj3;5000;Qm0;$5$rounds=5000$aMTxLxWm3Cnj3$5FGPQp8mS9lw5drrUtApo1viu/pF8pksxxk9grO6Hu.;mkpasswd Qm0 -m sha-256 -S aMTxLxWm3Cnj3 -R 5000
sha-256;CMuMgWkSYz1Ru;6666;5Uj;$5$rounds=6666$CMuMgWkSYz1Ru$XgoxNns/qnhqsed98HUUsHuB9DIpEe.KyCW9QcXb2c6;mkpasswd 5Uj -m sha-256 -S CMuMgWkSYz1Ru -R 6666
sha-256;e8mTWdgZqJTkZ;99999;SFD;$5$rounds=99999$e8mTWdgZqJTkZ$1ncaIuu.mk6L78XwRI7I85Ie1flkaR6Qdv7J2rA34R8;mkpasswd SFD -m sha-256 -S e8mTWdgZqJTkZ -R 99999
sha-256;VEu06uP7qSOChL;;A1v;$5$VEu06uP7qSOChL$FbJStEWQakjg2PVj230vW3d3WtxDb/Jojpda0J0kWC/;mkpasswd A1v -m sha-256 -S VEu06uP7qSOChL
sha-256;EJGPClG9.dYdh.;1000;Ap1;$5$rounds=1000$EJGPClG9.dYdh.$W0Bk0xk0hRMa/v.xXcaMDVw5fyngjt5cDIpa/GrVMY4;mkpasswd Ap1 -m sha-256 -S EJGPClG9.dYdh. -R 1000
sha-256;vNR7w11hyH9iIX;5000;qFp;$5$rounds=5000$vNR7w11hyH9iIX$LgkmrQaw46GmyzwGLZ72vh1ZOJp44VvrQnpu4TqeXc/;mkpasswd qFp -m sha-256 -S vNR7w11hyH9iIX -R 5000
sha-256;jeAySaXHM0zjuI;6666;EMG;$5$rounds=6666$jeAySaXHM0zjuI$2xfMloLSWAl6szCQ.A7d7qAYVWhlXnc.fiZ2aTPDejC;mkpasswd EMG -m sha-256 -S jeAySaXHM0zjuI -R 6666
sha-256;rtme8UllMkczZW;99999;plc;$5$rounds=99999$rtme8UllMkczZW$/.MpAA9fRiS3akyjufMnv2oQkJ4pVuFHYHcxBHwDnvA;mkpasswd plc -m sha-256 -S rtme8UllMkczZW -R 99999
sha-256;py/tF/0kfanRSfO;;67X;$5$py/tF/0kfanRSfO$imWeUK2lRJy5p8goTeG5U5yqEvnf4wnJkgDD1y1OMr4;mkpasswd 67X -m sha-256 -S py/tF/0kfanRSfO
sha-256;nB7BDTmNuQARVnb;1000;KlN;$5$rounds=1000$nB7BDTmNuQARVnb$r3L3a4ammtwQ5RMKtyNzFULWtSWdzi2SYr8n./H6Tq.;mkpasswd KlN -m sha-256 -S nB7BDTmNuQARVnb -R 1000
sha-256;POXvyvO4lB9nnSk;5000;5aT;$5$rounds=5000$POXvyvO4lB9nnSk$2z.xDBpVsRK18o2hBEJDBng6ctw69jNAwWRE7XjnfyD;mkpasswd 5aT -m sha-256 -S POXvyvO4lB9nnSk -R 5000
sha-256;52.3le0LMMAGY3r;6666;uR0;$5$rounds=6666$52.3le0LMMAGY3r$ptoD3ESw3c74zCh44rq9ixk8y4QVrPYHJOWI8vubohC;mkpasswd uR0 -m sha-256 -S 52.3le0LMMAGY3r -R 6666
sha-256;fN3iyZauWYiz0Ta;99999;MWg;$5$rounds=99999$fN3iyZauWYiz0Ta$l68VUd30xGSO9bJPuVI/XzMeSAUMy3iWpgzbD0F0QZD;mkpasswd MWg -m sha-256 -S fN3iyZauWYiz0Ta -R 99999
sha-256;jtsVa3cByAk.C5Xp;;eWg;$5$jtsVa3cByAk.C5Xp$HSdJ7tMfXek3xKBi1tcPQA7zJ/gCCheDImngR7sJfZB;mkpasswd eWg -m sha-256 -S jtsVa3cByAk.C5Xp
sha-256;XDN.FWYjitdSDmxu;1000;VCf;$5$rounds=1000$XDN.FWYjitdSDmxu$Yaf9jAgfBHEToufmkhw37B5bJYWfcs1aPRRSCDmDVX1;mkpasswd VCf -m sha-256 -S XDN.FWYjitdSDmxu -R 1000
sha-256;A0SB5ofg6UjjpUK3;5000;ByR;$5$rounds=5000$A0SB5ofg6UjjpUK3$/Qt6SNJ5KYjw.ajNPZY71JsmrGQmfD53T4CnmQqKgn/;mkpasswd ByR -m sha-256 -S A0SB5ofg6UjjpUK3 -R 5000
sha-256;djSAf2B1OyLPAu7i;6666;6o2;$5$rounds=6666$djSAf2B1OyLPAu7i$Hipc4n5w9povENszx4zKKgjElMI0QwrMjTQkgO4wFg0;mkpasswd 6o2 -m sha-256 -S djSAf2B1OyLPAu7i -R 6666
sha-256;1JMGML3RSMr3Waz1;99999;y8x;$5$rounds=99999$1JMGML3RSMr3Waz1$VuvWXQUW4VmiZF86OI6F./H83/ACSJwl1UUKBZaTSZ8;mkpasswd y8x -m sha-256 -S 1JMGML3RSMr3Waz1 -R 99999
sha-256;;;81lH;$5$9PqOeCdTa2rDQ3at$paBrDJMTXYjYcxVErgte1maLTajlPS2AABPe./lm3S9;mkpasswd 81lH -m sha-256
sha-256;;999;GnJI;$5$rounds=1000$o3NLsLij05WF2VA9$3vQS3chYDvAikrjyC3Xx1SJUABYmxhDfzVGzbGmbMG.;mkpasswd GnJI -m sha-256 -R 999
sha-256;;1000;ebLK;$5$rounds=1000$vTWq8VlZm36s5oH.$IOB5DTMi0NWquinGTlMJFM.exzWJPEe216ABnJkp0F8;mkpasswd ebLK -m sha-256 -R 1000
sha-256;;5000;+q4U;$5$0lc3k4fuQ/Sv6cJ9$WCKnHzQQ1elTQzbNthMqu6fJZ1VImvToQj6BcA/qDp1;mkpasswd +q4U -m sha-256 -R 5000
sha-256;;6666;oCzw;$5$rounds=6666$nL9MjQ25FVJEK4hu$lZsu32aqJUVfAodgyjP3tQGTE6MxHzrkDuD7xHudVE0;mkpasswd oCzw -m sha-256 -R 6666
sha-256;;99999;D89W;$5$rounds=99999$4QlECpMiS3MpFWKR$6lIookxdcJhDfTpbPkjgtPGZe1QIlOoFdKeMwjouZA1;mkpasswd D89W -m sha-256 -R 99999
sha-256;9bTb3ox9;;485P;$5$9bTb3ox9$5.pisiNdGa4xPbOfZo/6/ALSk2sFkYeSFFKqylKaDX.;mkpasswd 485P -m sha-256 -S 9bTb3ox9
sha-256;eBLAjPKE;1000;EYww;$5$rounds=1000$eBLAjPKE$WuoM.7d6EsCTrIYMtULdQ7yK1KoD4VTB72gltWZiQ/7;mkpasswd EYww -m sha-256 -S eBLAjPKE -R 1000
sha-256;6o/HP1XO;5000;7c+M;$5$rounds=5000$6o/HP1XO$/t9FBdUHuXiiY3SAYgiEmNeFQuvQHgzYkF/iEjjTCZ0;mkpasswd 7c+M -m sha-256 -S 6o/HP1XO -R 5000
sha-256;bqxSfcMO;6666;xQXP;$5$rounds=6666$bqxSfcMO$QcwHKqT2yv2DpAVZPW9/Rji6l7AWUjWnqtSlUsQEKzD;mkpasswd xQXP -m sha-256 -S bqxSfcMO -R 6666
sha-256;EapbkdOe;99999;467j;$5$rounds=99999$EapbkdOe$kalNctd3vy5IXUITv/9erLOdcGIBVcgze.ZUISHwaY3;mkpasswd 467j -m sha-256 -S EapbkdOe -R 99999
sha-256;JlXEZ3yoR;;CHzJ;$5$JlXEZ3yoR$xLk/3CnvnMq6OVOw4AqnYu3clN2sMtVok26gI6eZvCD;mkpasswd CHzJ -m sha-256 -S JlXEZ3yoR
sha-256;snw0ZDwSF;1000;jymj;$5$rounds=1000$snw0ZDwSF$r9E5jgIOVKzKSfSY1a/yrHT5JUvWuFk5KPqfirhmil7;mkpasswd jymj -m sha-256 -S snw0ZDwSF -R 1000
sha-256;SBQN9THPR;5000;p8Y3;$5$rounds=5000$SBQN9THPR$aJaR8w0aGar7jtfb.Zb7IlZnoW.Wf5gyyPOSePWjRo7;mkpasswd p8Y3 -m sha-256 -S SBQN9THPR -R 5000
sha-256;9TIt6FaJP;6666;v//8;$5$rounds=6666$9TIt6FaJP$0Gn7Bp/uWa687J5O9l/AV.5GB.w3/ATf30CYQJ/oT05;mkpasswd v//8 -m sha-256 -S 9TIt6FaJP -R 6666
sha-256;yVlgj7RbP;99999;XbkO;$5$rounds=99999$yVlgj7RbP$CBfjeKgP6B8HPLl3DNCdFWOzy3LePuUm0m5oW8HUN5B;mkpasswd XbkO -m sha-256 -S yVlgj7RbP -R 99999
sha-256;xCdDR5Qpnd;;ysia;$5$xCdDR5Qpnd$dUGpJh19sW4sKi53GFnun7AobaSI4doZX5gEFWgNlj8;mkpasswd ysia -m sha-256 -S xCdDR5Qpnd
sha-256;rM2cTAvIvF;1000;bhvs;$5$rounds=1000$rM2cTAvIvF$lhyMvHAV5YLy0rFTVEumLsJyf4uwytrzsCfn9MYXewD;mkpasswd bhvs -m sha-256 -S rM2cTAvIvF -R 1000
sha-256;dkHNfH4RSE;5000;khOC;$5$rounds=5000$dkHNfH4RSE$Wiqdcnt/BSamV0061KHmXt1mJjobYX/Z4bYCqIj7l6C;mkpasswd khOC -m sha-256 -S dkHNfH4RSE -R 5000
sha-256;1AQnKZiUWa;6666;p6Lj;$5$rounds=6666$1AQnKZiUWa$5dCEEidF6QvTpMlt9K3HUhPnFkNcIyPHFnw29HkWXLB;mkpasswd p6Lj -m sha-256 -S 1AQnKZiUWa -R 6666
sha-256;fgwu9KwgS/;99999;qbq6;$5$rounds=99999$fgwu9KwgS/$aMUuFRZeTcV0bfxD/7n/Ao5WAwHtbsWucanyqcI72cB;mkpasswd qbq6 -m sha-256 -S fgwu9KwgS/ -R 99999
sha-256;NgcVd2Ld46k;;HgkB;$5$NgcVd2Ld46k$d3oFYNtQfgnzI2mnnYlfPGCFjzbTIzmMdfBpMqSt6lB;mkpasswd HgkB -m sha-256 -S NgcVd2Ld46k
sha-256;g4Ljvs.Zymr;1000;v4QA;$5$rounds=1000$g4Ljvs.Zymr$nN5Mch3iHXxAYnDA4RJe0KnzaLmLivrkD2/dTbNqk34;mkpasswd v4QA -m sha-256 -S g4Ljvs.Zymr -R 1000
sha-256;oMDKnyq7J7/;5000;Ss5H;$5$rounds=5000$oMDKnyq7J7/$VsHs/DFMgrVvuOsX.nlq7DpUi9IPAQyIHeOrJl4seC1;mkpasswd Ss5H -m sha-256 -S oMDKnyq7J7/ -R 5000
sha-256;izmBy/bgs27;6666;U3NF;$5$rounds=6666$izmBy/bgs27$aXD37oRi3WrOKUDBl4bh6Nuz0QlKVCUrSk4j0H/jRS8;mkpasswd U3NF -m sha-256 -S izmBy/bgs27 -R 6666
sha-256;JmSIG9nDXIb;99999;0E/p;$5$rounds=99999$JmSIG9nDXIb$2eC1D9h3ahmB.XrcHtuUigRyJowqqDi6F82w6c3YTM9;mkpasswd 0E/p -m sha-256 -S JmSIG9nDXIb -R 99999
sha-256;Jbs0sdBrFxx8;;qi06;$5$Jbs0sdBrFxx8$eHoL5ZlCSt7nczD8R9H/7.fKG.IG0TGTGWJXrm37d6C;mkpasswd qi06 -m sha-256 -S Jbs0sdBrFxx8
sha-256;oa9Hh13KJUNt;1000;cxhw;$5$rounds=1000$oa9Hh13KJUNt$g1qI80EcK9PuVjgvu30.wz3Bht8i6v3FnmRb2qzmjp9;mkpasswd cxhw -m sha-256 -S oa9Hh13KJUNt -R 1000
sha-256;gDzDJ.xr8God;5000;/04S;$5$rounds=5000$gDzDJ.xr8God$iezYeLrfNHPVhzExdrEzmzm8s2xW1sNF9lAZg5uiCk0;mkpasswd /04S -m sha-256 -S gDzDJ.xr8God -R 5000
sha-256;0pyvq5wvUIxQ;6666;HHEq;$5$rounds=6666$0pyvq5wvUIxQ$4alVH.wkJ66YY9oIUbgO.KjGrIOlNHZFlzOVtsw22YA;mkpasswd HHEq -m sha-256 -S 0pyvq5wvUIxQ -R 6666
sha-256;ts8NIRMTTPWl;99999;cCP5;$5$rounds=99999$ts8NIRMTTPWl$dIJCXbNKjmCj0nuXXskhRt3VfEm1uoTVizcYFen.KgC;mkpasswd cCP5 -m sha-256 -S ts8NIRMTTPWl -R 99999
sha-256;q7gG6xupzcuYC;;tJRK;$5$q7gG6xupzcuYC$AfLI51m/f3ZCEx1WWLuB.sUwDAILQX9iH7PzGCNUaU7;mkpasswd tJRK -m sha-256 -S q7gG6xupzcuYC
sha-256;0V.3G6K/by5m4;1000;v3ku;$5$rounds=1000$0V.3G6K/by5m4$SEhh9heJNzrr176C30gdIAdUpXhzrh2h2cuV0O3H4A3;mkpasswd v3ku -m sha-256 -S 0V.3G6K/by5m4 -R 1000
sha-256;af3V6cVo0O23q;5000;2EgY;$5$rounds=5000$af3V6cVo0O23q$fbv//npxCixAX9RYv288UMXw4SeY0vSHtxl.YINlWg3;mkpasswd 2EgY -m sha-256 -S af3V6cVo0O23q -R 5000
sha-256;gWiHDb/ERXoE7;6666;kVl3;$5$rounds=6666$gWiHDb/ERXoE7$.gFl5xkU7jJZ/C0YeGdOt8pha8ikg1StqbOSKT4gqg0;mkpasswd kVl3 -m sha-256 -S gWiHDb/ERXoE7 -R 6666
sha-256;WRk/I0Iy.8bWF;99999;HSvE;$5$rounds=99999$WRk/I0Iy.8bWF$IcMQNdS7A8kysfDbeUf21OYHpKeUMhJqiWDSOcB1XC7;mkpasswd HSvE -m sha-256 -S WRk/I0Iy.8bWF -R 99999
sha-256;xCcK0INomMZdkb;;pOqx;$5$xCcK0INomMZdkb$J6NhCK3oV/kp..LH2jk6HCjU4c69hLYk0YZ1nPVKin6;mkpasswd pOqx -m sha-256 -S xCcK0INomMZdkb
sha-256;RRirsOV441wXPf;1000;FEVr;$5$rounds=1000$RRirsOV441wXPf$0.I/Yw.pefRA/diMr7COrDF.AVCV2dEMahab6mZz/N.;mkpasswd FEVr -m sha-256 -S RRirsOV441wXPf -R 1000
sha-256;O5pLWX7htNT7vW;5000;IfZA;$5$rounds=5000$O5pLWX7htNT7vW$dZK7pBwKUbb1qQC66CjcsCaVXfokXyQS53j9bc87fs0;mkpasswd IfZA -m sha-256 -S O5pLWX7htNT7vW -R 5000
sha-256;Y/DhL9HYxHSJMu;6666;1j/j;$5$rounds=6666$Y/DhL9HYxHSJMu$KG3SQFg8fsmMiqzecM.UNQ7mqFoKSFhdUTBpzT58N0C;mkpasswd 1j/j -m sha-256 -S Y/DhL9HYxHSJMu -R 6666
sha-256;a50L68JRJ3tHwE;99999;ZZ5Q;$5$rounds=99999$a50L68JRJ3tHwE$GQNyNDJ8R4sAKTRyITNz0Ieq0rhSQEbnMZqkX/4jJU1;mkpasswd ZZ5Q -m sha-256 -S a50L68JRJ3tHwE -R 99999
sha-256;gdgpyeuHrOzqF4R;;4tmU;$5$gdgpyeuHrOzqF4R$JoZ.vd1m9lpOMFV2T.B/Imnsn2.85pdSU6TEXELkwh5;mkpasswd 4tmU -m sha-256 -S gdgpyeuHrOzqF4R
sha-256;Rxx6hhZlOYjP269;1000;eFjr;$5$rounds=1000$Rxx6hhZlOYjP269$5lzOi180VqCCYNhNbRzSHmHdJf.a.YSqpKoS3LBnUvD;mkpasswd eFjr -m sha-256 -S Rxx6hhZlOYjP269 -R 1000
sha-256;0SSMZ7MJIQY4LfA;5000;0aMM;$5$rounds=5000$0SSMZ7MJIQY4LfA$GZzBheMl/T53Etp/JNKNEBv/eYIgkC3ISIgX8oO2o8A;mkpasswd 0aMM -m sha-256 -S 0SSMZ7MJIQY4LfA -R 5000
sha-256;.4nc2FWzn9Fb0yj;6666;Ec13;$5$rounds=6666$.4nc2FWzn9Fb0yj$wnAtUWixJEhz3hckiKmc5zxgnsXa/NY75pSsmMnzuL8;mkpasswd Ec13 -m sha-256 -S .4nc2FWzn9Fb0yj -R 6666
sha-256;FuF45n7teFfXiJs;99999;ArhQ;$5$rounds=99999$FuF45n7teFfXiJs$Oa3aCUAueJkiM3q2tCXQlD2AItTvCb10fopuRHXoXl8;mkpasswd ArhQ -m sha-256 -S FuF45n7teFfXiJs -R 99999
sha-256;f9TKz3FvCTWXY0/x;;a5n2;$5$f9TKz3FvCTWXY0/x$p2xz0LgcvVwsVnuwAbgaQq0/6fVInWbk58P88kgVl08;mkpasswd a5n2 -m sha-256 -S f9TKz3FvCTWXY0/x
sha-256;udrkV7FChzltrehj;1000;eiZG;$5$rounds=1000$udrkV7FChzltrehj$zAWGMudYHjtp9kEKjIKC07ePYkto0qSjlEKVCxO1i.0;mkpasswd eiZG -m sha-256 -S udrkV7FChzltrehj -R 1000
sha-256;cDCfhVTFBU71zUMc;5000;wJra;$5$rounds=5000$cDCfhVTFBU71zUMc$z4I0IAjQp3CymT.hvJWoq1nGWuU.NLplpZ/yiHm.TPC;mkpasswd wJra -m sha-256 -S cDCfhVTFBU71zUMc -R 5000
sha-256;ULB/mlfoWKZzIlrL;6666;0WB+;$5$rounds=6666$ULB/mlfoWKZzIlrL$alHvQHf5Zds.7XJQNypJfQHvbl9S.P4EM0WyqmwjQ68;mkpasswd 0WB+ -m sha-256 -S ULB/mlfoWKZzIlrL -R 6666
sha-256;/H6FStAyPcYwLFq0;99999;wY+P;$5$rounds=99999$/H6FStAyPcYwLFq0$sT0dOrv1Bq65XJ6nLZojWnZXZCBttt64miBJ8ZB3PV3;mkpasswd wY+P -m sha-256 -S /H6FStAyPcYwLFq0 -R 99999
sha-256;;;aTNGj;$5$beirDZX2t7IChO8Y$10hH6QeQYk5TbM4phBEkZl.XERC0atE0zsteVQAVulD;mkpasswd aTNGj -m sha-256
sha-256;;999;CHKqf;$5$rounds=1000$nmSYw0ThmQUAF7l2$ZJiTMFmsWVRRm/gSW5AhQoSCmvVn133/WQBhxJ45QcB;mkpasswd CHKqf -m sha-256 -R 999
sha-256;;1000;1voZI;$5$rounds=1000$T/2pQIVsFiQdDZeZ$Pfz0hg704WBRP/YpLiyX8YcEV6IbnTCRGbN6WzwDs57;mkpasswd 1voZI -m sha-256 -R 1000
sha-256;;5000;5sWXb;$5$mSKQyg7AShrlMHwf$Dyn4ZSdtgXWHxNdQlF9Dx1LvVJEX1UbNxrakvYx8hO7;mkpasswd 5sWXb -m sha-256 -R 5000
sha-256;;6666;Y53Kz;$5$rounds=6666$EOJ1Wa2gL.9/sJKA$MJ3x9IqfD25jFn2q0GlXO8dDfHAaGL2IZCTxNxcIdXC;mkpasswd Y53Kz -m sha-256 -R 6666
sha-256;;99999;Ni7O2;$5$rounds=99999$9TzvspJmbi2v0Rhn$turc0uzXlERq0jdSU/bAPfpnGuZoaAsS8vHUjhBmQV4;mkpasswd Ni7O2 -m sha-256 -R 99999
sha-256;wmWkjhlN;;6RZqQ;$5$wmWkjhlN$G.UA1nQLME1s9d9nRHrwIHcDoKU4kK5.PevrTs6oct/;mkpasswd 6RZqQ -m sha-256 -S wmWkjhlN
sha-256;iUr5r4sk;1000;zVw3x;$5$rounds=1000$iUr5r4sk$EvAYynmI5wGLSnIwDIcLosAq813tcmLTtuJcKINZlR7;mkpasswd zVw3x -m sha-256 -S iUr5r4sk -R 1000
sha-256;2HR/kx2o;5000;JGZ4Q;$5$rounds=5000$2HR/kx2o$FAARu/EZDS2y0AsVsRdVe4koRCoQ2wdv6b61j0QfvyB;mkpasswd JGZ4Q -m sha-256 -S 2HR/kx2o -R 5000
sha-256;VWm2tvxY;6666;5c0iL;$5$rounds=6666$VWm2tvxY$WFEbD5y1DUDHkd2aiSxyTfqMr5GXyiLw/flwun2gxz/;mkpasswd 5c0iL -m sha-256 -S VWm2tvxY -R 6666
sha-256;q/rVAUsp;99999;TLdsp;$5$rounds=99999$q/rVAUsp$C2vJ8yO34woPWif/4IShJOWLksrlDDp2z1sPgbz.F95;mkpasswd TLdsp -m sha-256 -S q/rVAUsp -R 99999
sha-256;AOEAVkdOf;;ZjRHC;$5$AOEAVkdOf$lEO85M3SQxNz5GOdF6.EpfSoG5T95FE8t0TPLMSb8B7;mkpasswd ZjRHC -m sha-256 -S AOEAVkdOf
sha-256;v5z91Ub.m;1000;KnBg4;$5$rounds=1000$v5z91Ub.m$tADrFITdqL58ZHihUx5bISc1E6t1LBOMyIn4QZ6dLm2;mkpasswd KnBg4 -m sha-256 -S v5z91Ub.m -R 1000
sha-256;Plgckvd/Z;5000;okYkr;$5$rounds=5000$Plgckvd/Z$SP502xxmSU4HEV0AIsVccpcwVk6lcX3XWeDi8woXcM7;mkpasswd okYkr -m sha-256 -S Plgckvd/Z -R 5000
sha-256;yitkJuqg.;6666;bnmUX;$5$rounds=6666$yitkJuqg.$B1ocJPMEHgp40IkfD5UAAio5w89GVXploIhFG.5Nfm2;mkpasswd bnmUX -m sha-256 -S yitkJuqg. -R 6666
sha-256;e.dRRphfP;99999;gw34a;$5$rounds=99999$e.dRRphfP$b86QFRq3oKxjHWsU2YfJje2IXx6kk0ZEJIxe.h6QDL8;mkpasswd gw34a -m sha-256 -S e.dRRphfP -R 99999
sha-256;yqecHiYzPG;;94mWp;$5$yqecHiYzPG$FE3jw9Br1dirrZ6cHM/9a9YQ3HhyVzzt4qA2h2gmNR/;mkpasswd 94mWp -m sha-256 -S yqecHiYzPG
sha-256;kb.D1fqgK1;1000;kHjPE;$5$rounds=1000$kb.D1fqgK1$6y93GYsw.CfAi2GSRWHVuTp6euGxUyWJcs2DVQ2.TH.;mkpasswd kHjPE -m sha-256 -S kb.D1fqgK1 -R 1000
sha-256;2Mu8FDvXou;5000;TTcTD;$5$rounds=5000$2Mu8FDvXou$qVXQuvMtAYvWjd3DUF37qmUt7wn9LgYv7lecKwR7rr1;mkpasswd TTcTD -m sha-256 -S 2Mu8FDvXou -R 5000
sha-256;3n2EiW97nC;6666;cxi8v;$5$rounds=6666$3n2EiW97nC$BjHvcdfSQp05PQMX.UIHbeQEiBnssTlhhpxXFubQig6;mkpasswd cxi8v -m sha-256 -S 3n2EiW97nC -R 6666
sha-256;P5IzA12Sco;99999;/XYI/;$5$rounds=99999$P5IzA12Sco$F4i.ihnRl4g7hSC1QkpMetarbJzdLWPjfMbJTEMnd7D;mkpasswd /XYI/ -m sha-256 -S P5IzA12Sco -R 99999
sha-256;5o86G./bz8H;;St03w;$5$5o86G./bz8H$eNCg5rRcnGmOcl1t2zMOJPHSEVMDsgA.PbORyDhq/c.;mkpasswd St03w -m sha-256 -S 5o86G./bz8H
sha-256;W5tJF5BRBQT;1000;C/8N0;$5$rounds=1000$W5tJF5BRBQT$zf0zNJOUVByo4YadHZqxK2z0nnsx8qn/UkSASKMwmk4;mkpasswd C/8N0 -m sha-256 -S W5tJF5BRBQT -R 1000
sha-256;F/qbpdeo6DE;5000;hd7fu;$5$rounds=5000$F/qbpdeo6DE$95w05yYL3xzmHY/4X7FLgQ8isnM5vXhyyHzPkblEwJB;mkpasswd hd7fu -m sha-256 -S F/qbpdeo6DE -R 5000
sha-256;QnZJaY.beDq;6666;hxI9j;$5$rounds=6666$QnZJaY.beDq$6WG6ndAGtTgD8zYx9Y.emgORAhOr7D93x6sbO2z5142;mkpasswd hxI9j -m sha-256 -S QnZJaY.beDq -R 6666
sha-256;/p.bhBOcOT.;99999;zz7QD;$5$rounds=99999$/p.bhBOcOT.$fgee1THkAdkSR.5YWGuJLVIK6l9LnA950vzfocC5TY.;mkpasswd zz7QD -m sha-256 -S /p.bhBOcOT. -R 99999
sha-256;KLEKJ7wMS8uv;;Rvs7Q;$5$KLEKJ7wMS8uv$7b7iCeCLd3WdH2mwNO7aeb1T9efq1rFjzKUPt4ZxUS3;mkpasswd Rvs7Q -m sha-256 -S KLEKJ7wMS8uv
sha-256;4OTsD82b1XXq;1000;AVEZH;$5$rounds=1000$4OTsD82b1XXq$a6FVwY.s1/KSMjZ.SbsSfsHoFd5MvRzNhHWNjhTwU3.;mkpasswd AVEZH -m sha-256 -S 4OTsD82b1XXq -R 1000
sha-256;S5o/hQH.1zc0;5000;943HC;$5$rounds=5000$S5o/hQH.1zc0$J0bdpoARTvZatAIz1ZYfxcMyENFKOhBT9Pn8/lFNnr6;mkpasswd 943HC -m sha-256 -S S5o/hQH.1zc0 -R 5000
sha-256;LbQQB3xvSlvY;6666;SPrfz;$5$rounds=6666$LbQQB3xvSlvY$ZzGoQt4/PDXHqVDBSl4dlmwdpfSXf0TEgHOF0r8OepA;mkpasswd SPrfz -m sha-256 -S LbQQB3xvSlvY -R 6666
